adm_lvl_1,adm_lvl_2,adm_lvl_3,adm_lvl_4,area_name,area_type,area_sq_km,total_pop,total_male,total_female,total_trans,sex_ratio,pop_density,pct_urban,avg_hh_size,total_pop_98,avg_annual_growth
PUNJAB,FAISALABAD,CHINIOT,CHINIOT TEHSIL,CHINIOT TEHSIL,RURAL,NA,277268,141800,135447,21,104.69,NA,NA,6.38,210354,0.0146
PUNJAB,FAISALABAD,CHINIOT,CHINIOT TEHSIL,CHINIOT TEHSIL,URBAN,NA,278528,143956,134539,33,107,NA,NA,6.52,172522,0.0255
PUNJAB,FAISALABAD,CHINIOT,LALIAN TEHSIL,LALIAN TEHSIL,TOTAL,1055,439022,223061,215916,45,103.31,416.13,0.24969999999999998,5.88,309494,0.018500000000000003
PUNJAB,FAISALABAD,CHINIOT,LALIAN TEHSIL,LALIAN TEHSIL,RURAL,NA,329407,168126,161259,22,104.26,NA,NA,6.09,236830,0.0175
PUNJAB,FAISALABAD,CHINIOT,LALIAN TEHSIL,LALIAN TEHSIL,URBAN,NA,109615,54935,54657,23,100.51,NA,NA,5.32,72664,0.0218
PUNJAB,FAISALABAD,FAISALABAD,NA,FAISALABAD DISTRICT,TOTAL,5857,7882444,4038932,3842684,828,105.11,1345.82,0.4779,6.42,5429547,0.019799999999999998
PUNJAB,FAISALABAD,FAISALABAD,NA,FAISALABAD DISTRICT,RURAL,NA,4115578,2103917,2011294,367,104.61,NA,NA,6.53,3111114,0.0148
PUNJAB,FAISALABAD,FAISALABAD,NA,FAISALABAD DISTRICT,URBAN,NA,3766866,1935015,1831390,461,105.66,NA,NA,6.31,2318433,0.0258
PUNJAB,FAISALABAD,FAISALABAD,CHAK JHUMRA TEHSIL,CHAK JHUMRA TEHSIL,TOTAL,654,332966,167673,165259,34,101.46,509.12,0.1465,6.5,253806,0.0144
PUNJAB,FAISALABAD,FAISALABAD,CHAK JHUMRA TEHSIL,CHAK JHUMRA TEHSIL,RURAL,NA,284170,143009,141136,25,101.33,NA,NA,6.57,221695,0.0131
PUNJAB,FAISALABAD,FAISALABAD,CHAK JHUMRA TEHSIL,CHAK JHUMRA TEHSIL,URBAN,NA,48796,24664,24123,9,102.24,NA,NA,6.12,32111,0.0222
PUNJAB,FAISALABAD,FAISALABAD,FAISALABAD CITY TEHSIL,FAISALABAD CITY TEHSIL,TOTAL,168,3244259,1669218,1574667,374,106,19311.07,0.9895,6.3,2140346,0.022099999999999998
PUNJAB,FAISALABAD,FAISALABAD,FAISALABAD CITY TEHSIL,FAISALABAD CITY TEHSIL,RURAL,NA,34101,17534,16561,6,105.88,NA,NA,6.33,131485,-0.0684
PUNJAB,FAISALABAD,FAISALABAD,FAISALABAD CITY TEHSIL,FAISALABAD CITY TEHSIL,URBAN,NA,3210158,1651684,1558106,368,106.01,NA,NA,6.3,2008861,0.024900000000000002
PUNJAB,FAISALABAD,FAISALABAD,FAISALABAD SADAR TEHSIL,FAISALABAD SADAR TEHSIL,TOTAL,1186,1465027,750889,713993,145,105.17,1235.27,0.027200000000000002,6.54,924110,0.0245
PUNJAB,FAISALABAD,FAISALABAD,FAISALABAD SADAR TEHSIL,FAISALABAD SADAR TEHSIL,RURAL,NA,1425154,730729,694280,145,105.25,NA,NA,6.54,900984,0.024399999999999998
PUNJAB,FAISALABAD,FAISALABAD,FAISALABAD SADAR TEHSIL,FAISALABAD SADAR TEHSIL,URBAN,NA,39873,20160,19713,0,102.27,NA,NA,6.56,23126,0.028999999999999998
PUNJAB,FAISALABAD,FAISALABAD,JARANWALA TEHSIL,JARANWALA TEHSIL,TOTAL,1811,1493923,767809,725957,157,105.77,824.92,0.1517,6.53,1061846,0.0181
PUNJAB,FAISALABAD,FAISALABAD,JARANWALA TEHSIL,JARANWALA TEHSIL,RURAL,NA,1267317,651051,616147,119,105.66,NA,NA,6.55,924849,0.0167
PUNJAB,FAISALABAD,FAISALABAD,JARANWALA TEHSIL,JARANWALA TEHSIL,URBAN,NA,226606,116758,109810,38,106.33,NA,NA,6.45,136997,0.0268
PUNJAB,FAISALABAD,FAISALABAD,SAMMUNDRI TEHSIL,SAMMUNDRI TEHSIL,TOTAL,754,643114,324328,318721,65,101.76,852.94,0.244,6.51,508637,0.0124
PUNJAB,FAISALABAD,FAISALABAD,SAMMUNDRI TEHSIL,SAMMUNDRI TEHSIL,RURAL,NA,486176,245494,240637,45,102.02,NA,NA,6.54,453729,0.0036
PUNJAB,FAISALABAD,FAISALABAD,SAMMUNDRI TEHSIL,SAMMUNDRI TEHSIL,URBAN,NA,156938,78834,78084,20,100.96,NA,NA,6.39,54908,0.0567
PUNJAB,FAISALABAD,FAISALABAD,TANDLIAN WALA TEHSIL,TANDLIAN WALA TEHSIL,TOTAL,1284,703155,359015,344087,53,104.34,547.63,0.1202,6.46,540802,0.0139
PUNJAB,FAISALABAD,FAISALABAD,TANDLIAN WALA TEHSIL,TANDLIAN WALA TEHSIL,RURAL,NA,618660,316100,302533,27,104.48,NA,NA,6.47,478372,0.013600000000000001
PUNJAB,FAISALABAD,FAISALABAD,TANDLIAN WALA TEHSIL,TANDLIAN WALA TEHSIL,URBAN,NA,84495,42915,41554,26,103.28,NA,NA,6.34,62430,0.016
PUNJAB,FAISALABAD,JHANG,NA,JHANG DISTRICT,TOTAL,6166,2742633,1394928,1347444,261,103.52,444.8,0.2182,6.35,1869421,0.0203
PUNJAB,FAISALABAD,JHANG,NA,JHANG DISTRICT,RURAL,NA,2144201,1090484,1053555,162,103.51,NA,NA,6.39,1465614,0.0202
PUNJAB,FAISALABAD,JHANG,NA,JHANG DISTRICT,URBAN,NA,598432,304444,293889,99,103.59,NA,NA,6.18,403807,0.0209
PUNJAB,FAISALABAD,JHANG,18-HAZARI TEHSIL,18-HAZARI TEHSIL,TOTAL,1566,295714,149692,146000,22,102.53,188.83,0.0932,6.13,200036,0.0207
PUNJAB,FAISALABAD,JHANG,18-HAZARI TEHSIL,18-HAZARI TEHSIL,RURAL,NA,268160,135653,132487,20,102.39,NA,NA,6.12,200036,0.0155
PUNJAB,FAISALABAD,JHANG,18-HAZARI TEHSIL,18-HAZARI TEHSIL,URBAN,NA,27554,14039,13513,2,103.89,NA,NA,6.27,NA,NA
PUNJAB,FAISALABAD,JHANG,AHMADPUR SIAL TEHSIL,AHMADPUR SIAL TEHSIL,TOTAL,851,433534,219496,214001,37,102.57,509.44,0.156,6.66,296465,0.0202
PUNJAB,FAISALABAD,JHANG,AHMADPUR SIAL TEHSIL,AHMADPUR SIAL TEHSIL,RURAL,NA,365900,185430,180440,30,102.77,NA,NA,6.69,250117,0.0202
PUNJAB,FAISALABAD,JHANG,AHMADPUR SIAL TEHSIL,AHMADPUR SIAL TEHSIL,URBAN,NA,67634,34066,33561,7,101.5,NA,NA,6.52,46348,0.020099999999999996
PUNJAB,FAISALABAD,JHANG,JHANG TEHSIL,JHANG TEHSIL,TOTAL,2591,1464818,747381,717280,157,104.2,565.35,0.2932,6.24,999130,0.0203
PUNJAB,FAISALABAD,JHANG,JHANG TEHSIL,JHANG TEHSIL,RURAL,NA,1035377,528229,507071,77,104.17,NA,NA,6.26,694457,0.0212
PUNJAB,FAISALABAD,JHANG,JHANG TEHSIL,JHANG TEHSIL,URBAN,NA,429441,219152,210209,80,104.25,NA,NA,6.19,304673,0.0182
PUNJAB,FAISALABAD,JHANG,SHORKOT TEHSIL,SHORKOT TEHSIL,TOTAL,1158,548567,278359,270163,45,103.03,473.72,0.13449999999999998,6.52,373790,0.0204
PUNJAB,FAISALABAD,JHANG,SHORKOT TEHSIL,SHORKOT TEHSIL,RURAL,NA,474764,241172,233557,35,103.26,NA,NA,6.64,321004,0.0208
PUNJAB,FAISALABAD,JHANG,SHORKOT TEHSIL,SHORKOT TEHSIL,URBAN,NA,73803,37187,36606,10,101.59,NA,NA,5.85,52786,0.0178
PUNJAB,FAISALABAD,TOBA TEK SINGH,NA,TOBA TEK SINGH DISTRICT,TOTAL,3252,2191495,1100365,1090879,251,100.87,673.89,0.20170000000000002,6.42,1621593,0.0159
PUNJAB,FAISALABAD,TOBA TEK SINGH,NA,TOBA TEK SINGH DISTRICT,RURAL,NA,1749524,880161,869216,147,101.26,NA,NA,6.49,1316182,0.0151
PUNJAB,FAISALABAD,TOBA TEK SINGH,NA,TOBA TEK SINGH DISTRICT,URBAN,NA,441971,220204,221663,104,99.34,NA,NA,6.18,305411,0.0196
PUNJAB,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,GOJRA TEHSIL,TOTAL,851,657222,329446,327690,86,100.54,772.29,0.266,6.53,495096,0.015
PUNJAB,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,GOJRA TEHSIL,RURAL,NA,482391,242314,240026,51,100.95,NA,NA,6.62,377204,0.013000000000000001
PUNJAB,FAISALABAD,TOBA TEK SINGH,GOJRA TEHSIL,GOJRA TEHSIL,URBAN,NA,174831,87132,87664,35,99.39,NA,NA,6.28,117892,0.0209
PUNJAB,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,KAMALIA TEHSIL,TOTAL,486,372010,187494,184466,50,101.64,765.45,0.36469999999999997,6.55,283674,0.0143
PUNJAB,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,KAMALIA TEHSIL,RURAL,NA,236336,119521,116794,21,102.33,NA,NA,6.67,186350,0.0126
PUNJAB,FAISALABAD,TOBA TEK SINGH,KAMALIA TEHSIL,KAMALIA TEHSIL,URBAN,NA,135674,67973,67672,29,100.44,NA,NA,6.35,97324,0.0176
PUNJAB,FAISALABAD,TOBA TEK SINGH,PIRMAHAL TEHSIL,PIRMAHAL TEHSIL,TOTAL,774,422246,212466,209733,47,101.3,545.54,0.1047,6.43,288592,0.0202
PUNJAB,FAISALABAD,TOBA TEK SINGH,PIRMAHAL TEHSIL,PIRMAHAL TEHSIL,RURAL,NA,378026,190292,187703,31,101.38,NA,NA,6.51,258335,0.0202
PUNJAB,FAISALABAD,TOBA TEK SINGH,PIRMAHAL TEHSIL,PIRMAHAL TEHSIL,URBAN,NA,44220,22174,22030,16,100.65,NA,NA,5.81,30257,0.020099999999999996
PUNJAB,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH TEHSIL,TOTAL,1141,740017,370959,368990,68,100.53,648.57,0.11789999999999999,6.26,554231,0.015300000000000001
PUNJAB,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH TEHSIL,RURAL,NA,652771,328034,324693,44,101.03,NA,NA,6.31,494293,0.0147
PUNJAB,FAISALABAD,TOBA TEK SINGH,TOBA TEK SINGH TEHSIL,TOBA TEK SINGH TEHSIL,URBAN,NA,87246,42925,44297,24,96.9,NA,NA,5.91,59938,0.0199
PUNJAB,GUJRANWALA,NA,NA,GUJRANWALA DIVISION,TOTAL,17207,16120861,7985444,8133618,1799,98.18,936.88,0.3664,6.57,11431058,0.0182
PUNJAB,GUJRANWALA,NA,NA,GUJRANWALA DIVISION,RURAL,NA,10213964,5005897,5207134,933,96.14,NA,NA,6.67,7872597,0.0138
PUNJAB,GUJRANWALA,NA,NA,GUJRANWALA DIVISION,URBAN,NA,5906897,2979547,2926484,866,101.81,NA,NA,6.41,3558461,0.027000000000000003
PUNJAB,GUJRANWALA,GUJRANWALA,NA,GUJRANWALA DISTRICT,TOTAL,3622,5011066,2528990,2481457,619,101.92,1383.51,0.5885,6.63,3400940,0.0206
PUNJAB,GUJRANWALA,GUJRANWALA,NA,GUJRANWALA DISTRICT,RURAL,NA,2061948,1032024,1029715,209,100.22,NA,NA,6.81,1681902,0.0108
PUNJAB,GUJRANWALA,GUJRANWALA,NA,GUJRANWALA DISTRICT,URBAN,NA,2949118,1496966,1451742,410,103.12,NA,NA,6.52,1719038,0.0288
PUNJAB,GUJRANWALA,GUJRANWALA,GUJRANWALA CITY TEHSIL,GUJRANWALA CITY TEHSIL,TOTAL,131,259764,131374,128365,25,102.34,1982.93,0.7155,6.68,115122,0.0437
PUNJAB,GUJRANWALA,GUJRANWALA,GUJRANWALA CITY TEHSIL,GUJRANWALA CITY TEHSIL,RURAL,NA,73890,37904,35977,9,105.36,NA,NA,6.52,20654,0.0693
PUNJAB,GUJRANWALA,GUJRANWALA,GUJRANWALA CITY TEHSIL,GUJRANWALA CITY TEHSIL,URBAN,NA,185874,93470,92388,16,101.17,NA,NA,6.74,94468,0.0362
PUNJAB,GUJRANWALA,GUJRANWALA,GUJRANWALA SADDAR TEHSIL,GUJRANWALA SADDAR TEHSIL,TOTAL,783,2806529,1426685,1379480,364,103.42,3584.33,0.7715000000000001,6.57,1812137,0.0232
PUNJAB,GUJRANWALA,GUJRANWALA,GUJRANWALA SADDAR TEHSIL,GUJRANWALA SADDAR TEHSIL,RURAL,NA,641189,321787,319316,86,100.77,NA,NA,6.74,586535,0.004699999999999999
PUNJAB,GUJRANWALA,GUJRANWALA,GUJRANWALA SADDAR TEHSIL,GUJRANWALA SADDAR TEHSIL,URBAN,NA,2165340,1104898,1060164,278,104.22,NA,NA,6.52,1225602,0.0304
PUNJAB,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,KAMOKE TEHSIL,TOTAL,834,579690,294210,285392,88,103.09,695.07,0.4292,6.95,405366,0.019
PUNJAB,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,KAMOKE TEHSIL,RURAL,NA,330876,167798,163050,28,102.91,NA,NA,7.16,253078,0.014199999999999999
PUNJAB,GUJRANWALA,GUJRANWALA,KAMOKE TEHSIL,KAMOKE TEHSIL,URBAN,NA,248814,126412,122342,60,103.33,NA,NA,6.68,152288,0.026099999999999998
PUNJAB,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,NOWSHERA VIRKAN TEHSIL,TOTAL,678,534811,268389,266373,49,100.76,788.81,0.09230000000000001,7.04,424082,0.0123
PUNJAB,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,NOWSHERA VIRKAN TEHSIL,RURAL,NA,485434,243677,241716,41,100.81,NA,NA,7.03,390142,0.0115
PUNJAB,GUJRANWALA,GUJRANWALA,NOWSHERA VIRKAN TEHSIL,NOWSHERA VIRKAN TEHSIL,URBAN,NA,49377,24712,24657,8,100.22,NA,NA,7.1,33940,0.0199
PUNJAB,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,WAZIRABAD TEHSIL,TOTAL,1196,830272,408332,421847,93,96.8,694.21,0.361,6.39,644233,0.0134
PUNJAB,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,WAZIRABAD TEHSIL,RURAL,NA,530559,260858,269656,45,96.74,NA,NA,6.54,431493,0.0109
PUNJAB,GUJRANWALA,GUJRANWALA,WAZIRABAD TEHSIL,WAZIRABAD TEHSIL,URBAN,NA,299713,147474,152191,48,96.9,NA,NA,6.13,212740,0.0182
PUNJAB,GUJRANWALA,GUJRAT,NA,GUJRAT DISTRICT,TOTAL,3192,2756289,1334775,1421295,219,93.91,863.5,0.3002,6.2,2048008,0.015700000000000002
PUNJAB,GUJRANWALA,GUJRAT,NA,GUJRAT DISTRICT,RURAL,NA,1928789,918346,1010297,146,90.9,NA,NA,6.25,1479836,0.013999999999999999
PUNJAB,GUJRANWALA,GUJRAT,NA,GUJRAT DISTRICT,URBAN,NA,827500,416429,410998,73,101.32,NA,NA,6.08,568172,0.0199
PUNJAB,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,GUJRAT TEHSIL,TOTAL,1463,1497706,726071,771507,128,94.11,1023.72,0.3624,6.23,1093088,0.0167
PUNJAB,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,GUJRAT TEHSIL,RURAL,NA,954998,458232,496703,63,92.25,NA,NA,6.3,729885,0.014199999999999999
PUNJAB,GUJRANWALA,GUJRAT,GUJRAT TEHSIL,GUJRAT TEHSIL,URBAN,NA,542708,267839,274804,65,97.47,NA,NA,6.11,363203,0.0213
PUNJAB,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,KHARIAN TEHSIL,TOTAL,1154,1011262,490199,520990,73,94.09,876.31,0.2274,6.21,779632,0.0138
PUNJAB,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,KHARIAN TEHSIL,RURAL,NA,781334,368221,413045,68,89.15,NA,NA,6.25,611829,0.0129
PUNJAB,GUJRANWALA,GUJRAT,KHARIAN TEHSIL,KHARIAN TEHSIL,URBAN,NA,229928,121978,107945,5,113,NA,NA,6.07,167803,0.0167
PUNJAB,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,SARAI ALAMGIR TEHSIL,TOTAL,575,247321,118505,128798,18,92.01,430.12,0.2218,5.97,175288,0.0182
PUNJAB,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,SARAI ALAMGIR TEHSIL,RURAL,NA,192457,91893,100549,15,91.39,NA,NA,6.01,138122,0.0176
PUNJAB,GUJRANWALA,GUJRAT,SARAI ALAMGIR TEHSIL,SARAI ALAMGIR TEHSIL,URBAN,NA,54864,26612,28249,3,94.21,NA,NA,5.81,37166,0.0207
PUNJAB,GUJRANWALA,HAFIZABAD,NA,HAFIZABAD DISTRICT,TOTAL,2367,1156954,584668,572188,98,102.18,488.78,0.3481,6.57,832980,0.0174
PUNJAB,GUJRANWALA,HAFIZABAD,NA,HAFIZABAD DISTRICT,RURAL,NA,754225,381307,372877,41,102.26,NA,NA,6.59,605865,0.0116
PUNJAB,GUJRANWALA,HAFIZABAD,NA,HAFIZABAD DISTRICT,URBAN,NA,402729,203361,199311,57,102.03,NA,NA,6.55,227115,0.0305
PUNJAB,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,HAFIZABAD TEHSIL,TOTAL,1189,663916,333591,330271,54,101.01,558.38,0.39740000000000003,6.65,485187,0.0166
PUNJAB,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,HAFIZABAD TEHSIL,RURAL,NA,400049,200710,199314,25,100.7,NA,NA,6.7,337482,0.009000000000000001
PUNJAB,GUJRANWALA,HAFIZABAD,HAFIZABAD TEHSIL,HAFIZABAD TEHSIL,URBAN,NA,263867,132881,130957,29,101.47,NA,NA,6.57,147705,0.031
PUNJAB,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,PINDI BHATTIAN TEHSIL,TOTAL,1178,493038,251077,241917,44,103.79,418.54,0.2816,6.47,347793,0.018500000000000003
PUNJAB,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,PINDI BHATTIAN TEHSIL,RURAL,NA,354176,180597,173563,16,104.05,NA,NA,6.46,268383,0.0147
PUNJAB,GUJRANWALA,HAFIZABAD,PINDI BHATTIAN TEHSIL,PINDI BHATTIAN TEHSIL,URBAN,NA,138862,70480,68354,28,103.11,NA,NA,6.51,79410,0.0298
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,NA,MANDI BAHAUDDIN DISTRICT,TOTAL,2673,1594039,775788,818056,195,94.83,596.35,0.2047,6.27,1160552,0.0168
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,NA,MANDI BAHAUDDIN DISTRICT,RURAL,NA,1267681,616004,651572,105,94.54,NA,NA,6.31,984131,0.0134
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,NA,MANDI BAHAUDDIN DISTRICT,URBAN,NA,326358,159784,166484,90,95.98,NA,NA,6.12,176421,0.032799999999999996
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,MALAKWAL TEHSIL,TOTAL,759,372171,181717,190411,43,95.43,490.34,0.1167,6.18,281710,0.0147
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,MALAKWAL TEHSIL,RURAL,NA,328748,160746,167980,22,95.69,NA,NA,6.24,250452,0.0144
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,MALAKWAL TEHSIL,MALAKWAL TEHSIL,URBAN,NA,43423,20971,22431,21,93.49,NA,NA,5.77,31258,0.0174
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN TEHSIL,TOTAL,759,668538,323903,344546,89,94.01,880.81,0.3249,6.31,478946,0.0177
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN TEHSIL,RURAL,NA,451306,217510,233767,29,93.05,NA,NA,6.37,365444,0.0111
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,MANDI BAHAUDDIN TEHSIL,MANDI BAHAUDDIN TEHSIL,URBAN,NA,217232,106393,110779,60,96.04,NA,NA,6.18,113502,0.0347
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,PHALIA TEHSIL,TOTAL,1155,553330,270168,283099,63,95.43,479.07,0.11869999999999999,6.29,399896,0.0172
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,PHALIA TEHSIL,RURAL,NA,487627,237748,249825,54,95.17,NA,NA,6.31,368235,0.0149
PUNJAB,GUJRANWALA,MANDI BAHAUDDIN,PHALIA TEHSIL,PHALIA TEHSIL,URBAN,NA,65703,32420,33274,9,97.43,NA,NA,6.18,31661,0.0391
PUNJAB,GUJRANWALA,NAROWAL,NA,NAROWAL DISTRICT,TOTAL,2337,1707575,839934,867472,169,96.83,730.67,0.1503,7.07,1265097,0.0159
PUNJAB,GUJRANWALA,NAROWAL,NA,NAROWAL DISTRICT,RURAL,NA,1450918,713296,737513,109,96.72,NA,NA,7.18,1110711,0.0141
PUNJAB,GUJRANWALA,NAROWAL,NA,NAROWAL DISTRICT,URBAN,NA,256657,126638,129959,60,97.44,NA,NA,6.47,154386,0.0271
PUNJAB,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,NAROWAL TEHSIL,TOTAL,1065,596539,298248,298230,61,100.01,560.13,0.2275,7.04,425879,0.0179
PUNJAB,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,NAROWAL TEHSIL,RURAL,NA,460844,230567,230243,34,100.14,NA,NA,7.18,342064,0.0158
PUNJAB,GUJRANWALA,NAROWAL,NAROWAL TEHSIL,NAROWAL TEHSIL,URBAN,NA,135695,67681,67987,27,99.55,NA,NA,6.59,83815,0.0256
PUNJAB,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,SHAKARGARH TEHSIL,TOTAL,835,672030,327438,344536,56,95.04,804.83,0.1215,7.06,520855,0.013500000000000002
PUNJAB,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,SHAKARGARH TEHSIL,RURAL,NA,590387,287663,302682,42,95.04,NA,NA,7.2,470108,0.012
PUNJAB,GUJRANWALA,NAROWAL,SHAKARGARH TEHSIL,SHAKARGARH TEHSIL,URBAN,NA,81643,39775,41854,14,95.03,NA,NA,6.22,50747,0.0253
PUNJAB,GUJRANWALA,NAROWAL,ZAFARWAL TEHSIL,ZAFARWAL TEHSIL,TOTAL,437,439006,214248,224706,52,95.35,1004.59,0.08960000000000001,7.11,318363,0.017
PUNJAB,GUJRANWALA,NAROWAL,ZAFARWAL TEHSIL,ZAFARWAL TEHSIL,RURAL,NA,399687,195066,204588,33,95.35,NA,NA,7.16,298539,0.0154
PUNJAB,GUJRANWALA,NAROWAL,ZAFARWAL TEHSIL,ZAFARWAL TEHSIL,URBAN,NA,39319,19182,20118,19,95.35,NA,NA,6.62,19824,0.0366
PUNJAB,GUJRANWALA,SIALKOT,NA,SIALKOT DISTRICT,TOTAL,3016,3894938,1921289,1973150,499,97.37,1291.43,0.2939,6.7,2723481,0.019
PUNJAB,GUJRANWALA,SIALKOT,NA,SIALKOT DISTRICT,RURAL,NA,2750403,1344920,1405160,323,95.71,NA,NA,6.81,2010152,0.0166
PUNJAB,GUJRANWALA,SIALKOT,NA,SIALKOT DISTRICT,URBAN,NA,1144535,576369,567990,176,101.48,NA,NA,6.44,713329,0.0252
PUNJAB,GUJRANWALA,SIALKOT,DASKA TEHSIL,DASKA TEHSIL,TOTAL,690,847117,417975,429042,100,97.42,1227.71,0.2408,6.87,605435,0.0178
PUNJAB,GUJRANWALA,SIALKOT,DASKA TEHSIL,DASKA TEHSIL,RURAL,NA,643101,317238,325790,73,97.37,NA,NA,6.9,482078,0.015300000000000001
PUNJAB,GUJRANWALA,SIALKOT,DASKA TEHSIL,DASKA TEHSIL,URBAN,NA,204016,100737,103252,27,97.56,NA,NA,6.76,123357,0.0268
PUNJAB,GUJRANWALA,SIALKOT,PASRUR TEHSIL,PASRUR TEHSIL,TOTAL,975,840847,412062,428685,100,96.12,862.41,0.1448,6.95,611871,0.0168
PUNJAB,GUJRANWALA,SIALKOT,PASRUR TEHSIL,PASRUR TEHSIL,RURAL,NA,719133,351782,367278,73,95.78,NA,NA,6.99,534176,0.015700000000000002
PUNJAB,GUJRANWALA,SIALKOT,PASRUR TEHSIL,PASRUR TEHSIL,URBAN,NA,121714,60280,61407,27,98.16,NA,NA,6.73,77695,0.0239
PUNJAB,GUJRANWALA,SIALKOT,SAMBRIAL TEHSIL,SAMBRIAL TEHSIL,TOTAL,450,410823,198261,212509,53,93.3,912.94,0.3358,6.58,298431,0.0169
PUNJAB,GUJRANWALA,SIALKOT,SAMBRIAL TEHSIL,SAMBRIAL TEHSIL,RURAL,NA,272882,131310,141546,26,92.77,NA,NA,6.61,226030,0.009899999999999999
PUNJAB,GUJRANWALA,SIALKOT,SAMBRIAL TEHSIL,SAMBRIAL TEHSIL,URBAN,NA,137941,66951,70963,27,94.35,NA,NA,6.51,72401,0.0344
PUNJAB,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT TEHSIL,TOTAL,901,1796151,892991,902914,246,98.9,1993.51,0.3791,6.54,1207744,0.021099999999999997
PUNJAB,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT TEHSIL,RURAL,NA,1115287,544590,570546,151,95.45,NA,NA,6.7,767868,0.019799999999999998
PUNJAB,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,SIALKOT TEHSIL,URBAN,NA,680864,348401,332368,95,104.82,NA,NA,6.28,439876,0.0232
PUNJAB,LAHORE,NA,NA,LAHORE DIVISION,TOTAL,11727,19389856,10079261,9307826,2769,108.29,1653.44,0.6940000000000001,6.36,12015649,0.0255
PUNJAB,LAHORE,NA,NA,LAHORE DIVISION,RURAL,NA,5932454,3064376,2867660,418,106.86,NA,NA,6.6,5393354,0.005
PUNJAB,LAHORE,NA,NA,LAHORE DIVISION,URBAN,NA,13457402,7014885,6440166,2351,108.92,NA,NA,6.26,6622295,0.038
PUNJAB,LAHORE,KASUR,NA,KASUR DISTRICT,TOTAL,3995,3454881,1788617,1666044,220,107.36,864.8,0.25780000000000003,6.58,2354506,0.0203
PUNJAB,LAHORE,KASUR,NA,KASUR DISTRICT,RURAL,NA,2564101,1328622,1235368,111,107.55,NA,NA,6.67,1812115,0.0184
PUNJAB,LAHORE,KASUR,NA,KASUR DISTRICT,URBAN,NA,890780,459995,430676,109,106.81,NA,NA,6.33,542391,0.0264
PUNJAB,LAHORE,KASUR,CHUNIAN TEHSIL,CHUNIAN TEHSIL,TOTAL,1212,826323,426240,400033,50,106.55,681.78,0.19690000000000002,6.47,584567,0.0183
PUNJAB,LAHORE,KASUR,CHUNIAN TEHSIL,CHUNIAN TEHSIL,RURAL,NA,663615,341604,321991,20,106.09,NA,NA,6.55,523694,0.0125
PUNJAB,LAHORE,KASUR,CHUNIAN TEHSIL,CHUNIAN TEHSIL,URBAN,NA,162708,84636,78042,30,108.45,NA,NA,6.18,60873,0.053
PUNJAB,LAHORE,KASUR,KASUR TEHSIL,KASUR TEHSIL,TOTAL,1493,1333583,690890,642601,92,107.51,893.22,0.3664,6.59,902792,0.0207
